"","ale","county_name","state_abbr","population_size","population_density","poverty","age_19_under","age_19_64","age_65_84","age_85_and_over","white","black","native_american","asian","hispanic","all_death","health_status","unhealthy_days","no_exercise","few_fruit_veg","obesity","high_blood_pres","smoker","diabetes","prim_care_phys_rate","dentist_rate","community_health_center_ind","hpsa_ind","uninsured","elderly_medicare","disabled_medicare","no_hs_diploma","unemployed","sev_work_disabled","major_depression","recent_drug_use"
"917",78.3,"Graham","KS",2721,3,11,18.6,55.2,22.1,4.1,96.2,3.3,0.2,0.3,0.8,784.3,NA,NA,NA,NA,NA,NA,NA,8.4,73.5,36.8,1,1,0.141124586549063,0.235942668136714,0.0249908122013965,0.121646453509739,0.0187431091510474,0.019845644983462,0.0679897096655641,0.047776552737964
"918",76.6,"Grant","KS",7530,13,10,31.4,58.4,9,1.1,97.9,0.4,1,0.5,37.7,922.5,15.7,4.2,NA,NA,27.3,NA,26.9,8.2,39.8,39.8,0,1,0.181673306772908,0.101593625498008,0.0110225763612218,0.170252324037185,0.0201859229747676,0.0139442231075697,0.0577689243027888,0.049933598937583
"919",77.8,"Gray","KS",5861,7,8.9,30.1,57.8,10,2.2,98.7,0.3,0.6,0,12.7,803.8,10.8,3.5,24.5,NA,NA,NA,18.6,4.5,34.1,0,1,0,0.153386794062447,0.131206278792015,0.011431496331684,0.162088380822385,0.0174031735198772,0.0177444122163453,0.058863675140761,0.0501620883808224
"920",77.9,"Greeley","KS",1349,2,9.1,24.7,56.9,16,2.4,98.1,0.2,0.7,0.8,12,951.3,NA,NA,NA,NA,NA,NA,NA,NA,74.1,0,1,1,0.17939214232765,0.190511489992587,0.0192735359525575,0.111934766493699,0.0244625648628614,0.0140845070422535,0.0630096367679763,0.0481838398813936
"921",75.6,"Greenwood","KS",7338,6,13,21.8,56.5,17.7,3.9,97.4,0.3,1,0.2,2.4,948.3,20,6.1,36.2,82.4,30.8,NA,20.1,11.9,27.3,27.3,1,1,0.147860452439357,0.22799127827746,0.0343417825020442,0.136140637775961,0.0261651676206051,0.0163532297628782,0.0654129190515127,0.0479694739711093
"922",76.6,"Hamilton","KS",2604,3,11.6,26.7,55.6,14.1,3.7,97.5,0.7,0.5,1.3,26.5,763.6,NA,NA,NA,NA,NA,NA,NA,NA,0,76.8,1,0,0.186251920122888,0.175499231950845,0.0122887864823349,0.152073732718894,0.0161290322580645,0.0165130568356375,0.0614439324116743,0.0491551459293395
"923",77.4,"Harper","KS",6081,8,12.1,22.6,54.9,18.2,4.3,97.6,0.4,0.9,0.5,1.5,879,23.1,5.4,NA,NA,24.9,NA,21.7,11.1,49.3,49.3,1,1,0.120210491695445,0.2223318533136,0.0185824699884887,0.114125966123993,0.0210491695444828,0.0240092090116757,0.0647919750041112,0.0476895247492189
"924",78.8,"Harvey","KS",33843,63,8.9,25.3,58,13.4,3.3,95.5,1.8,0.7,0.7,9.1,763.5,15.6,4.4,25,82.4,24.7,27.2,12.8,7.9,103.4,35.5,1,1,0.102029961882812,0.164553969801732,0.0177584729486157,0.0970363147475106,0.0245841089737907,0.0140058505451644,0.0626717489584257,0.0505865319268386
"925",76.6,"Haskell","KS",4232,7,10.6,31.3,57.7,9.5,1.5,97.8,0.2,0.7,0.7,27.1,801.7,13.1,5.1,NA,NA,NA,NA,15.7,5.6,47.3,0,1,0,0.185727788279773,0.103969754253308,0.00921550094517958,0.150519848771267,0.0172495274102079,0.0184310018903592,0.0578922495274102,0.0500945179584121
"926",78.2,"Hodgeman","KS",2110,2,8.9,24.9,56.5,15,3.6,98.1,0.9,0.3,0,3.6,765,NA,NA,NA,NA,NA,NA,NA,NA,47.4,0,1,0,0.128436018957346,0.169668246445498,0.0123222748815166,0.0876777251184834,0.0180094786729858,0.0132701421800948,0.0630331753554502,0.0511848341232227
"927",77.3,"Jackson","KS",13535,21,9.4,26,59.8,11.8,2.4,90.7,1,6.3,0.3,2.7,853.2,19.6,6.5,31,82.3,26.9,NA,26.4,8.9,51.7,22.2,1,0,0.101440709272257,0.132914665681566,0.0189139268562985,0.0797192463982268,0.0301440709272257,0.0191355744366457,0.0620613224972294,0.0508311784263022
"928",77,"Jefferson","KS",19106,36,7.7,24.1,62.1,11.8,2,96.8,0.6,1.1,0.2,1.8,825.5,13.7,5.3,26.3,83.5,25.1,21.9,22.6,6.1,31.4,20.9,1,0,0.0836909871244635,0.130063854286612,0.0190516068250811,0.0744268816078719,0.0273735999162567,0.0153878362817963,0.0635925887155867,0.0507693918140898
"929",78.4,"Jewell","KS",3352,4,11.6,19.1,54.9,21.6,4.4,99,0.1,0.4,0.1,0.7,753,12.4,3.3,NA,NA,NA,NA,12.6,9.5,29.8,0,1,0,0.169152744630072,0.253878281622912,0.0250596658711217,0.0930787589498807,0.0190930787589499,0.0134248210023866,0.0677207637231504,0.0459427207637232
"930",80.3,"Johnson","KS",506562,1062,4.8,26.2,63.6,8.7,1.4,90.7,3.7,0.4,3.8,5.1,703.8,7.8,4.2,16.7,79.4,17.4,18.9,16.6,4.8,128.5,63.8,1,1,0.068536526624579,0.0918209419577465,0.00943418574626601,0.0338023775964245,0.0257224189733932,0.0126203702606986,0.061751572364291,0.0481046742550764
"931",76.6,"Kearny","KS",4516,5,9.8,31.8,57,10.2,1,97.3,0.6,1.2,0.4,27.8,980.2,14.7,5.8,NA,NA,NA,NA,NA,9,44.3,22.1,1,1,0.179362267493357,0.100974313551816,0.012400354295837,0.143711248892826,0.0203720106288751,0.0150575730735164,0.0575730735163862,0.0511514614703277
"932",77.4,"Kingman","KS",8165,9,10.2,24.5,55.6,16.2,3.7,97.8,0.3,0.6,0.6,1.7,814.3,14.1,3.8,26.9,86.8,30.9,NA,18.6,9.3,0,49,1,0,0.114758113900796,0.188609920391917,0.0170238824249847,0.104225352112676,0.022902633190447,0.0166564605021433,0.0634415186772811,0.0492345376607471
"933",78.2,"Kiowa","KS",2984,4,11,23.3,54.9,17.8,4,98.4,0.3,0.9,0.4,3.1,741.2,5.3,2.6,NA,NA,NA,NA,10.4,4.3,0,33.5,1,0,0.138069705093834,0.227211796246649,0.0258042895442359,0.102882037533512,0.0197721179624665,0.0150804289544236,0.064343163538874,0.0482573726541555
"934",75.5,"Labette","KS",22169,34,13.8,25,58.6,13.1,3.2,90.5,5,2,0.4,3.1,964.2,22.6,6.1,34.2,88.9,27.9,32.4,25.5,6.9,72.2,27.1,1,1,0.130948621949569,0.160900356353467,0.0345978618792007,0.113807569128062,0.0310794352474176,0.026252875637151,0.0628805990346881,0.0499345933510758
"935",77.9,"Lane","KS",1894,3,8.5,22.1,56.7,17,4.2,98.8,0,0.1,0.1,2,758.8,6.8,4.4,NA,NA,NA,NA,NA,14.5,52.8,0,1,1,0.150475184794087,0.231784582893347,0.0174234424498416,0.0813093980992608,0.0216473072861668,0.0147835269271383,0.0649419218585005,0.0475184794086589
"936",77,"Leavenworth","KS",73113,158,8.3,25.6,64.3,8.9,1.2,86.2,9.8,0.8,1.4,3.6,932,11.7,4.2,21.5,78.8,20.8,24.2,21.6,5.8,42.4,52,1,1,0.0826118474142765,0.0857850177123083,0.0145391380465854,0.089108640050333,0.0279840794386771,0.0130619725630189,0.0623555318479614,0.0500184645685446
"937",77.4,"Lincoln","KS",3411,5,10.7,21.3,57.7,17.7,3.3,98.5,0.2,0.6,0.1,1.8,861.5,11.7,4.1,NA,NA,13.8,NA,NA,3.1,29.3,29.3,1,0,0.116094986807388,0.209322779243624,0.0184696569920844,0.107299912049252,0.0225740252125476,0.0134857812958077,0.0656698915274113,0.0477865728525359
"938",76.7,"Linn","KS",9914,17,12,23.1,59.7,14.7,2.6,98,0.7,0.4,0.2,1,941.6,14.2,4.6,29.5,82.6,25.4,NA,27.3,6.5,20.2,10.1,1,0,0.120234012507565,0.169860802904983,0.0261246721807545,0.132136372806133,0.0362114181964898,0.0230986483760339,0.0643534395803914,0.048819850716159
"939",77.9,"Logan","KS",2794,3,9.1,24.1,54.3,18.1,3.5,98.5,0.6,0.1,0.1,2,836.9,NA,NA,NA,NA,NA,NA,NA,10.5,0,71.6,1,1,0.128847530422334,0.225483178239084,0.0178954903364352,0.0952040085898354,0.0207587687902649,0.015748031496063,0.0637079455977094,0.0443808160343593
"940",78,"Lyon","KS",35609,42,12.9,26.2,62.1,9.4,2.4,93.6,2.7,0.7,1.7,19.2,794.8,12,5.4,27.2,79.4,24.4,18.5,19.6,7,59,36.5,0,1,0.144766772445168,0.111909910415906,0.0185627229071302,0.110309191496532,0.025751916650285,0.0153893678564408,0.0620067960347103,0.0574012187930018
"941",79,"McPherson","KS",29523,33,8,24.2,58.9,13.9,3,97.4,1,0.3,0.4,2.3,784.4,11.6,4.8,24.6,77.8,23.4,30.2,13.5,6.1,67.7,44,1,1,0.0619178267791214,0.168783660197134,0.0136165023879687,0.0931477153405819,0.0217118856484775,0.0119906513565695,0.0636791653964705,0.0527046709345256
"942",78.4,"Marion","KS",12952,14,9.4,23.2,56,16.4,4.4,98.1,0.4,0.7,0.2,2,779.2,12,5,25.7,75.6,20.8,NA,18.2,3.5,30.9,38.6,1,1,0.114113650401482,0.200741198270537,0.0182211241507103,0.106624459542928,0.0216182828906733,0.0152100061766523,0.0643915997529339,0.0507257566399012
"943",77.8,"Marshall","KS",10405,12,9.9,22.2,56.3,17.6,3.8,98.4,0.3,0.4,0.3,0.8,786,22.2,5.2,32.3,74.5,28.8,NA,17,5.8,38.4,38.4,1,1,0.110716001922153,0.21643440653532,0.020374819798174,0.104661220567035,0.0214320038443056,0.0146083613647285,0.0652570879384911,0.0492071119654012
"944",77.8,"Meade","KS",4625,5,10.1,28.8,54.1,13.9,3.2,97.9,0.5,0.6,0.5,13.1,776.7,15.2,4.5,NA,NA,NA,NA,14.5,9.6,43.2,21.6,1,0,0.152,0.175567567567568,0.0114594594594595,0.125837837837838,0.0172972972972973,0.0162162162162162,0.0596756756756757,0.0477837837837838
"945",76.9,"Miami","KS",30496,53,8,26,62.5,9.9,1.7,96.2,1.6,0.6,0.3,1.8,894.9,14.8,4.8,25.2,76.1,27.3,21.5,21.6,6.9,49.2,23,1,1,0.0762395068205666,0.100242654774397,0.0176088667366212,0.0814533053515215,0.0273806400839454,0.0133460125918153,0.0620737145855194,0.0505967995802728
"946",78.4,"Mitchell","KS",6420,9,10,24.1,54.9,16.8,4.2,98,0.7,0.5,0.5,1,813.1,11.8,4.7,25.5,82.4,16.7,NA,18.5,3.6,77.9,15.6,1,1,0.102959501557632,0.221183800623053,0.0174454828660436,0.0822429906542056,0.020404984423676,0.0210280373831776,0.0640186915887851,0.05
"947",75.6,"Montgomery","KS",34570,54,13.8,24.4,57.7,14.5,3.3,87,6.2,3.3,0.7,3.1,942.5,18.9,5.6,30.5,80.8,28,29.3,27.1,9.1,52.1,43.4,1,1,0.13349725195256,0.184495227075499,0.0316170089673127,0.127422620769453,0.0293028637547006,0.0223315013017067,0.0633207983800984,0.0491466589528493
"948",78.4,"Morris","KS",6049,9,9.5,22.6,57.9,15.4,4.1,98.6,0.3,0.4,0.3,3.6,790.8,20,6,28.8,NA,20,NA,17.9,9.2,49.6,33.1,1,1,0.121673003802281,0.192593817159861,0.0186807736816003,0.106463878326996,0.0239709042816995,0.024797487187965,0.0648040998512151,0.0494296577946768
"949",76.6,"Morton","KS",3196,4,9.8,28.9,55.2,13.7,2.1,96.7,0.3,1.4,1.2,14.1,872.9,6.4,3.1,NA,NA,NA,NA,NA,2.2,62.6,62.6,1,1,0.172403003754693,0.155193992490613,0.0143929912390488,0.116082603254068,0.0206508135168961,0.016270337922403,0.0594493116395494,0.0466207759699625
"950",77.3,"Nemaha","KS",10443,15,9.1,26.5,52.6,16.7,4.2,98.4,0.5,0.5,0.1,0.8,751.1,16.9,4.4,31.4,79,21.9,NA,11.4,3.9,38.3,47.9,1,1,0.0944173130326535,0.196112228286891,0.0157042995307862,0.107057358996457,0.018864311021737,0.0140764148233266,0.0616681030355262,0.0488365412237863
"951",76.4,"Neosho","KS",16529,29,13,24.8,58.1,14.2,3,96.2,1.1,0.8,0.4,2.8,894.1,18.8,4.9,32.7,81.9,24.7,28.9,19.2,9.4,54.4,42.3,1,1,0.121785951963216,0.174481214834533,0.0266803799382903,0.110896000967996,0.0272853772158025,0.0230503962732168,0.0631012160445278,0.0499122753947607
"952",78.2,"Ness","KS",3009,3,9.1,20.1,53.3,21.6,5,99.2,0.1,0.2,0.1,2.6,740,15.2,5,NA,NA,NA,NA,NA,10.3,33.2,0,1,1,0.141575274177468,0.280491857760053,0.0159521435692921,0.115985377201728,0.0192755068128946,0.0132934529744101,0.0667996011964108,0.0442007311399136
"953",78.3,"Norton","KS",5664,6,10.6,20.1,61.5,13.6,4.8,94.4,4.3,0.5,0.7,2.5,756.9,16.3,4.9,NA,90.3,15.3,NA,NA,7.5,70.6,53,1,1,0.117408192090395,0.194209039548023,0.0203036723163842,0.107874293785311,0.0178319209039548,0.0167725988700565,0.0667372881355932,0.0508474576271186
"954",77.6,"Osage","KS",17150,24,9.5,24.2,60.3,12.8,2.7,97.7,0.3,0.7,0.3,1.5,857.2,24.8,5.6,29.9,81.2,30.6,NA,26.4,8,23.3,23.3,0,0,0.0974927113702624,0.151895043731778,0.0204081632653061,0.0980758017492711,0.0329446064139942,0.0230903790087464,0.0634985422740525,0.0501457725947522
"955",78.4,"Osborne","KS",4050,5,11.6,21.5,53.6,19.5,5.4,98.9,0.1,0.2,0.4,0.4,825.2,NA,6.4,NA,NA,17.6,NA,19.2,11,0,49.4,1,0,0.124938271604938,0.260493827160494,0.0190123456790123,0.108888888888889,0.0219753086419753,0.0150617283950617,0.065679012345679,0.0481481481481481
"956",77.4,"Ottawa","KS",6123,8,8,23.4,60.1,13.8,2.7,98.1,0.6,0.5,0.2,2,875.5,18.8,6.8,40,NA,24.6,NA,14.5,4.4,81.7,32.7,1,1,0.100767597582884,0.162828678752246,0.0148619957537155,0.0957047199085416,0.0254777070063694,0.0225379715825576,0.0641842234198922,0.0486689531275519
"957",77.3,"Pawnee","KS",6739,9,11.3,22.9,59.4,13.6,4.1,92.7,5.3,1.1,0.7,4.6,815.4,17.5,6.7,29.7,NA,26.8,NA,18.2,12.4,59.4,14.8,0,0,0.115892565662561,0.176435672948509,0.0201810357619825,0.104911707968541,0.022258495325716,0.0215165454815254,0.0648464163822526,0.0504525894049562
"958",78.4,"Phillips","KS",5504,6,10.7,22.8,55,18.2,4,98.5,0.3,0.3,0.5,0.7,874.8,15.8,5.1,24.4,NA,NA,NA,19.4,7.8,90.8,36.3,1,0,0.132267441860465,0.223473837209302,0.0241642441860465,0.111373546511628,0.0210755813953488,0.0136264534883721,0.0646802325581395,0.0459665697674419
"959",77.8,"Pottawatomie","KS",19129,23,9.1,27.5,59.5,10.9,2.1,97,0.8,0.6,0.5,2.6,836,11,4.6,22.9,73.2,19.5,19.3,19.3,5,62.7,36.6,1,1,0.0986460348162476,0.120915886873334,0.0142715249098228,0.0689528987401328,0.0230017251293847,0.0134873751895028,0.0608500182968268,0.050394688692561
"960",78.2,"Pratt","KS",9496,13,10.5,23.6,58.3,14.5,3.7,97.4,1.2,0.3,0.5,4.6,806.3,15.5,5.4,26,83.2,22.5,NA,23.1,11.1,73.7,52.7,1,1,0.120050547598989,0.175652906486942,0.0179022746419545,0.0906697556866049,0.0205349620893008,0.0135846672283067,0.0641322662173547,0.0525484414490312
"961",78.1,"Rawlins","KS",2672,2,11.1,19.4,54.8,20.7,5.1,98.9,0.4,0.3,0.1,1,698.5,NA,NA,NA,NA,NA,NA,NA,NA,112.3,0,1,1,0.124625748502994,0.258982035928144,0.0202095808383234,0.111152694610778,0.0198353293413174,0.0205838323353293,0.0673652694610778,0.0490269461077844
"962",77.6,"Reno","KS",63558,51,12.5,24,59.5,13.7,2.9,94.6,2.9,0.7,0.6,6.2,809.4,15.6,5.6,25,79.6,25.2,24.1,22.7,6.4,81.8,48.8,1,1,0.116790962585355,0.160876679568268,0.0213191101041568,0.11731017338494,0.0260706756033859,0.016410207998993,0.0636111897794141,0.049293558639353
"963",78.7,"Republic","KS",5164,7,10.8,19.6,53.8,22.1,4.5,98.7,0.4,0.4,0.2,1.1,846.7,9.5,3,25.7,NA,14.6,NA,12.9,8.3,77.5,38.7,1,0,0.13574748257165,0.2643299767622,0.0195584817970565,0.0842370255615802,0.0220759101471727,0.0484120836560806,0.0671959721146398,0.0466692486444617
"964",77.3,"Rice","KS",10452,14,11.7,24.8,57.6,14.5,3.1,96.9,1.2,0.7,0.7,6.9,839.2,12.2,6,27.3,89.7,24.2,NA,16.5,5.2,28.7,47.8,1,1,0.130214313050134,0.184366628396479,0.020283199387677,0.104477611940299,0.0241102181400689,0.0144469957902794,0.0632414848832759,0.0564485265977803
"965",79.8,"Riley","KS",62826,103,14.2,23.5,68.3,6.7,1.5,86.7,6.9,0.6,3.7,4.6,729.1,7.3,4.3,14.3,77.9,14.7,15.7,16.1,3.3,71.6,47.8,0,1,0.118931652500557,0.0751281316652341,0.00975710693025181,0.0298920828956165,0.0207239041161303,0.0120014006939802,0.0646229268137395,0.080858243402413
"966",78.3,"Rooks","KS",5351,6,11,22.9,55.9,17.2,4,98,1.3,0.5,0.2,1.2,824.7,14.8,6.1,27.4,NA,17.4,NA,22.8,9,37.4,37.4,1,0,0.12371519342179,0.218090076621192,0.0196225004672024,0.088768454494487,0.0216781909923379,0.0153242384601009,0.0644739301065222,0.0495234535600822
"967",78.2,"Rush","KS",3406,5,10.8,20.9,55.4,19.6,4.1,98.8,0.3,0.5,0.2,1.5,833.7,NA,4.7,NA,NA,NA,NA,NA,12.8,58.7,29.4,1,1,0.108925425719319,0.251908396946565,0.0270111567821491,0.123605402231356,0.0190839694656489,0.0234879624192601,0.0660598943041691,0.0475631238990018
"968",77.4,"Russell","KS",6845,8,11.3,20.7,55.9,18.6,4.8,98.2,0.7,0.4,0.4,1.2,780.5,16,5.3,33.4,81.2,22.4,NA,21.3,7.9,43.8,43.8,1,1,0.117019722425128,0.250401753104456,0.0248356464572681,0.121694667640614,0.0238130021913806,0.020745069393718,0.0661796932067202,0.0471877282688093
"969",77.2,"Saline","KS",53919,75,10.4,25.6,60.3,12,2.1,92.3,3.3,0.6,2,7.4,822.8,13.6,5.3,23,75.8,21.7,21.5,23.9,4.9,87.2,46.4,0,1,0.112372262096849,0.138912071811421,0.0186761623917358,0.0857211743541238,0.0253713904189618,0.0187874404198891,0.0622971494278455,0.049592907880339
"970",77.9,"Scott","KS",4600,6,7.5,25.9,60.5,11,2.7,98.8,0.2,0.8,0.1,8.5,842.4,12.9,5,NA,NA,24.7,NA,11.5,5.3,87,43.5,1,1,0.140217391304348,0.091304347826087,0.00478260869565217,0.102391304347826,0.0228260869565217,0.0139130434782609,0.0621739130434783,0.0493478260869565
"971",76.6,"Sedgwick","KS",466061,466,11.8,28.1,60.6,9.7,1.6,83.4,9.3,1.1,3.8,9.6,893.3,12.7,5.2,24.6,79.9,24.5,24,22.9,6.8,98.5,41,0,1,0.127521933824113,0.108483653427341,0.0181971887800095,0.0948588274925385,0.0295669450994612,0.0203771609295779,0.0602582065437786,0.0491909857293359
"972",77.8,"Seward","KS",23274,36,13.8,33.8,57.5,7.1,1.6,91.5,3.9,0.8,3.1,50,813.2,16.2,5.3,30.7,83.3,21.2,23.2,20.2,7,51.6,30.1,0,1,0.189782590014609,0.0764372260891982,0.0124172896794707,0.210836126149351,0.0189481825212684,0.0159835009022944,0.0557703875569305,0.048680931511558
"973",75.9,"Shawnee","KS",172365,313,10.9,25.2,60.9,12,1.9,86,9.1,1.4,1.2,8.1,930.4,12.8,5.1,25.5,80.9,26,24,19.6,6.7,66.1,55.1,0,1,0.108148405998898,0.134180373045572,0.0279697154294665,0.0794592869782148,0.0303251820265135,0.0157514576625185,0.0626113190032779,0.048826617932875
"974",78.3,"Sheridan","KS",2591,3,10.2,23.2,55.7,18.6,2.5,99.3,0.2,0.2,0.2,1.8,814.6,3,NA,NA,NA,NA,NA,NA,4.3,38.6,38.6,1,1,0.133153222693941,0.196063296024701,0.0123504438440756,0.0841373986877653,0.0177537630258587,0.0158240061752219,0.0644538788112698,0.0497877267464299
"975",78.1,"Sherman","KS",6153,6,13,24.7,56.5,15.4,3.4,98.5,0.5,0.3,0.4,8.4,805.3,11.8,4.1,29.3,NA,NA,NA,NA,8.8,48.8,48.8,1,1,0.188850967007964,0.181537461400943,0.0208028603933041,0.0895498130993012,0.0211279050869495,0.012514220705347,0.0633837152608484,0.0510320169023241
"976",78.4,"Smith","KS",4121,5,10.3,19.3,53,22.2,5.5,99,0.2,0.2,0.3,0.9,754.3,12.3,5.7,21.7,NA,NA,NA,7.5,7.7,48.5,48.5,1,1,0.117689881096821,0.273477311332201,0.0198980829895656,0.114535306964329,0.0198980829895656,0.0143169133705411,0.0674593545256006,0.046590633341422
"977",77.3,"Stafford","KS",4488,6,12.5,24.3,55.6,16,4.1,98.6,0.2,0.3,0.2,7.2,908.5,NA,6,22.9,NA,17.3,NA,16.2,10.3,22.3,44.6,1,1,0.16421568627451,0.20855614973262,0.0189393939393939,0.117647058823529,0.0198306595365419,0.0138146167557932,0.0635026737967914,0.0485739750445633
"978",76.6,"Stanton","KS",2245,3,10.9,28.8,56.5,12.7,2.1,97.7,0.3,1.7,0.2,29.7,814.9,NA,NA,NA,NA,NA,NA,NA,NA,44.5,0,1,1,0.200890868596882,0.153229398663697,0.0120267260579065,0.14075723830735,0.0173719376391982,0.0151447661469933,0.0596881959910913,0.0476614699331849
"979",76.6,"Stevens","KS",5412,7,10.2,30.5,56.7,10.4,2.4,97.1,1.1,1.1,0.4,25.5,803.7,11,NA,25.5,NA,11.2,NA,19.1,7,18.5,37,1,0,0.170916481892092,0.13470066518847,0.0121951219512195,0.119549150036955,0.0190317812269032,0.012379896526238,0.0583887657058389,0.0493348115299335
"980",76.2,"Sumner","KS",24797,21,10.6,26.4,58.2,12.7,2.7,96.6,1,0.8,0.2,3.5,875.8,14.7,5.8,26.4,78.1,29.7,27.3,19.5,8.6,28.2,32.3,1,1,0.114126708876074,0.169415655119571,0.0212122434165423,0.0898899060370206,0.0306891962737428,0.0178247368633302,0.0618219945961205,0.0498850667419446
"981",78.1,"Thomas","KS",7639,7,10.2,27.1,57.2,13,2.7,97.9,0.7,0.4,0.5,2.2,801,7.5,4.8,27.7,93.7,15.2,NA,18.6,3.8,52.4,52.4,1,1,0.112187459091504,0.151197800759262,0.0168870270977877,0.0468647728760309,0.0187197277130514,0.0134834402408692,0.0615263777981411,0.0523628747218222
"982",77.9,"Trego","KS",3050,3,11.5,21.5,54.3,18.8,5.4,98.3,0.4,0.2,0.7,0.9,792.5,NA,NA,NA,NA,NA,NA,13,7.2,131.1,32.8,1,1,0.109508196721311,0.234426229508197,0.020983606557377,0.113114754098361,0.019016393442623,0.0131147540983607,0.0655737704918033,0.0472131147540984
"983",77.6,"Wabaunsee","KS",6919,9,7.5,23.4,61.2,12.9,2.4,98.2,0.5,0.5,0.3,2.2,820.9,11.9,5.6,30.2,NA,23.8,NA,16.2,5.1,28.9,0,1,1,0.0927879751409163,0.150455268102327,0.0180661945367828,0.0686515392397745,0.0250036132389074,0.0216794334441393,0.0640265934383581,0.0500072264778147
"984",77.9,"Wallace","KS",1573,2,13.2,26.1,55.1,15.4,3.4,98,0.9,0.9,0.2,6.2,862,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0.181182453909727,0.207883026064844,0.0114431023521933,0.103623649078195,0.0197075651621106,0.0146217418944692,0.0616656071201526,0.0508582326764145
"985",78.7,"Washington","KS",6009,7,10.5,22.5,54.1,18.6,4.9,99.2,0.1,0.5,0,1.1,756.6,19.4,6.2,27.9,NA,22,NA,16,6.1,33.3,33.3,1,1,0.121983691129972,0.254285238808454,0.0224663005491762,0.134964220336162,0.0216342153436512,0.0158096189049759,0.0649026460309536,0.0459311033449825
"986",77.9,"Wichita","KS",2309,3,11.5,27,56.9,13.1,3,98.5,0.2,1,0,20.9,668.2,NA,5.9,NA,NA,NA,NA,NA,9.6,43.3,0,1,0,0.199653529666522,0.171935902988307,0.00779558250324816,0.147682979644868,0.021654395842356,0.0125595495885665,0.0610653962754439,0.0463404071026418
"987",75.6,"Wilson","KS",9834,17,13,23.6,57.3,15.6,3.6,97.3,0.6,1,0.4,2,943.6,22.5,5.7,33.3,NA,31.2,NA,19.8,11,61,30.5,1,1,0.147142566605654,0.182326621923937,0.0274557657107993,0.130669107179174,0.0250152532031727,0.0269473256050437,0.0640634533251983,0.0489119381736831
"988",76.4,"Woodson","KS",3572,7,12.6,20.1,57.6,17.8,4.5,97.8,0.9,1.1,0.1,1.6,865.7,NA,NA,NA,NA,NA,NA,NA,8.8,28,28,1,1,0.145576707726764,0.23572228443449,0.032474804031355,0.120380739081747,0.0299552071668533,0.0218365061590146,0.0669092945128779,0.0484322508398656
"989",73.2,"Wyandotte","KS",155750,1029,16.1,29,60.3,9,1.7,68.3,27,0.8,1.8,21,1062.5,17.6,6.3,37.3,83.1,27.4,26.5,28.2,7.7,107.9,36,0,1,0.183120385232745,0.111203852327448,0.0270369181380417,0.163043338683788,0.0423691813804173,0.0229791332263242,0.0595056179775281,0.0490208667736758
"990",75.4,"Adair","KY",17573,43,20,24.1,60.8,13.2,1.9,95.8,3,0.2,0.4,0.7,923.1,32.1,8.1,38.8,77.4,27.3,38.5,32,8.5,62.6,28.5,1,1,0.20349399647186,0.135947191714562,0.0423376771183065,0.267569566949297,0.0278836851988847,0.0656689239173732,0.0660103567973596,0.0574176293177033
"991",74.6,"Allen","KY",18706,54,14.8,25,61.9,11.9,1.3,97.9,1.3,0.1,0.2,0.9,1072.7,30.9,9.8,39,83.1,32,NA,32.5,8.8,10.7,26.7,1,0,0.119747674542927,0.120870308991767,0.0367796428953277,0.237196621404897,0.0305249652517909,0.0515877258633594,0.0650593392494387,0.0558644285256068
"992",76.2,"Anderson","KY",20394,101,9.2,25.6,63.2,9.9,1.3,96.8,2.4,0,0.3,0.9,905.2,13.8,5.2,23.7,84.3,25.9,NA,NA,3.3,34.3,29.4,1,1,0.0903206825536923,0.101843679513582,0.0229479258605472,0.132342845935079,0.0246150828675101,0.0354025693831519,0.0645778170050015,0.0538883985485927
"993",74.7,"Ballard","KY",8277,33,13.6,22.7,60.9,14.6,1.8,95.5,3.7,0,0.2,0.8,1101.7,26.5,7.7,31.1,81.8,24,NA,32.4,8.9,24.2,12.1,1,0,0.114896701703516,0.190165518907817,0.0431315694092062,0.166002174700979,0.035399299263018,0.0537634408602151,0.0670532801739761,0.0538842575812492
"994",76.3,"Barren","KY",40073,82,15.3,23.8,61.3,13.1,1.8,94.8,3.9,0.2,0.5,1.2,935.6,25.4,6.9,34.3,78.5,25.5,29.8,30.1,7.5,124.8,29.9,1,1,0.128565368203029,0.131834402215956,0.0369325980086342,0.209392858034088,0.0264018166845507,0.0596661093504355,0.0660045417113767,0.0544256731465076
"995",75,"Bath","KY",11626,42,18.5,24.4,61.4,12.3,1.9,97.5,1.7,0.3,0,0.9,1007.7,29,8.1,34.6,87.2,26.8,36.7,34.3,7,34.4,17.2,1,1,0.16050232238087,0.135730259762601,0.0447273352829864,0.281008085325993,0.0362119387579563,0.073284018579047,0.0654567349045243,0.0535007741269568
"996",73.1,"Bell","KY",29665,82,25.8,23.9,62.1,12.4,1.6,96.2,2.6,0.2,0.4,0.7,1164.5,35.1,9.7,41.3,80.3,32.4,23.9,36.1,11.5,94.4,43.8,1,1,0.195954828922973,0.133558065059835,0.076824540704534,0.295297488622956,0.0251137704365414,0.0929715152536659,0.0660374178324625,0.0555199730321928
